season_name,id,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,points_per_game,player_id,first_name,second_name,birth_date
2024/25,,45,900,0,0,4,12,0,1,0,0,0,27,1,156,224.2,0.0,0.0,22.4,0,10,0.00,0.00,0.00,11.09,,101,Caoimhín,Kelleher,1998-11-23
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,102,Ellery,Balcombe,1999-10-15
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,102,Ellery,Balcombe,1999-10-15
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,102,Ellery,Balcombe,1999-10-15
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,103,Matthew,Cox,2003-05-02
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,103,Matthew,Cox,2003-05-02
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,103,Matthew,Cox,2003-05-02
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,104,Julian,Eyestone,
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,105,Hákon Rafn,Valdimarsson,2001-10-13
2024/25,,2,144,0,0,0,2,0,0,0,0,0,3,0,14,21.4,0.1,0.0,2.1,0,1,0.00,0.00,0.00,1.49,,105,Hákon Rafn,Valdimarsson,2001-10-13
2021/22,,55,1670,2,0,5,26,0,0,0,2,1,0,1,272,436.0,78.2,254.0,77.0,0,0,0.00,0.00,0.00,0.00,,106,Nathan,Collins,2001-04-30
2022/23,,49,1811,0,0,4,37,0,0,0,2,1,0,6,326,437.0,38.9,36.0,51.5,0,19,0.23,0.21,0.44,32.93,,106,Nathan,Collins,2001-04-30
2023/24,,84,2649,1,1,7,51,0,0,0,3,0,0,8,489,653.8,151.5,180.0,98.7,0,29,1.59,0.95,2.54,41.61,,106,Nathan,Collins,2001-04-30
2024/25,,127,3420,2,7,8,57,0,0,0,5,0,0,11,549,1023.2,160.5,311.0,149.6,0,38,2.44,1.57,4.01,56.31,,106,Nathan,Collins,2001-04-30
2022/23,,14,313,0,1,0,4,0,0,0,0,0,0,0,37,42.0,64.0,114.0,21.9,0,3,0.49,0.29,0.78,4.15,,107,Keane,Lewis-Potter,2001-02-22
2023/24,,73,1428,3,2,6,29,0,0,0,0,0,0,1,186,280.0,203.8,573.0,105.6,0,15,6.42,1.66,8.07,20.21,,107,Keane,Lewis-Potter,2001-02-22
2024/25,,94,3092,1,5,8,49,0,0,0,7,0,0,0,460,542.0,462.2,391.0,139.9,0,36,2.96,4.94,7.90,50.62,,107,Keane,Lewis-Potter,2001-02-22
2021/22,,81,1995,1,3,8,32,0,0,0,5,0,0,5,384,390.0,124.2,184.0,70.0,0,0,0.00,0.00,0.00,0.00,,108,Kristoffer,Ajer,1998-04-17
2022/23,,29,763,0,0,4,14,0,0,0,0,0,0,0,129,96.8,24.7,27.0,15.1,0,9,0.04,0.12,0.16,11.34,,108,Kristoffer,Ajer,1998-04-17
2023/24,,68,1826,2,1,5,33,0,0,0,5,0,0,3,323,406.8,166.6,223.0,79.7,0,21,1.22,2.68,3.90,29.41,,108,Kristoffer,Ajer,1998-04-17
2024/25,,39,1433,0,0,3,25,0,0,0,5,0,0,0,120,199.0,128.1,158.0,48.5,0,17,0.97,0.48,1.45,21.70,,108,Kristoffer,Ajer,1998-04-17
2021/22,,108,2775,3,0,9,41,0,0,0,2,0,0,4,453,451.0,325.4,235.0,101.0,0,0,0.00,0.00,0.00,0.00,,109,Rico,Henry,1997-07-08
2022/23,,112,3240,0,3,11,46,0,0,0,4,0,0,4,505,460.0,411.5,197.0,107.0,0,37,1.80,2.90,4.70,48.49,,109,Rico,Henry,1997-07-08
2023/24,,13,401,0,1,1,5,0,0,0,1,0,0,0,74,72.8,67.9,17.0,15.7,0,5,0.07,0.90,0.97,5.12,,109,Rico,Henry,1997-07-08
2024/25,,4,94,0,0,0,3,0,0,0,0,0,0,0,5,13.6,2.1,2.0,1.7,0,0,0.00,0.01,0.01,2.16,,109,Rico,Henry,1997-07-08
2024/25,,27,523,0,1,2,5,0,0,0,2,0,0,0,115,105.2,105.2,30.0,24.2,0,6,0.19,0.70,0.89,6.66,,110,Michael,Kayode,2004-07-10
2021/22,,90,2694,1,1,7,43,0,0,0,1,0,0,7,517,648.8,151.7,335.0,113.5,0,0,0.00,0.00,0.00,0.00,,111,Ethan,Pinnock,1993-05-29
2022/23,,112,2700,3,0,10,34,1,0,0,0,0,0,6,575,840.8,110.1,319.0,127.2,0,30,2.73,1.11,3.84,40.17,,111,Ethan,Pinnock,1993-05-29
2023/24,,77,2521,2,0,5,46,0,0,0,1,0,0,5,479,653.2,63.4,221.0,94.2,0,28,2.01,0.83,2.84,39.14,,111,Ethan,Pinnock,1993-05-29
2024/25,,47,1912,2,0,2,35,1,0,0,2,0,0,0,233,540.2,101.2,193.0,83.6,0,21,1.08,0.64,1.72,34.33,,111,Ethan,Pinnock,1993-05-29
2021/22,,41,1232,1,1,1,27,0,0,0,1,0,0,4,170,200.2,125.8,81.0,40.8,0,0,0.00,0.00,0.00,0.00,,112,Mads,Roerslev Rasmussen,1999-06-24
2022/23,,48,1101,0,0,5,12,0,0,0,0,0,0,0,201,167.6,120.7,46.0,33.4,0,12,0.28,0.82,1.10,17.67,,112,Mads,Roerslev Rasmussen,1999-06-24
2023/24,,75,1975,1,2,5,40,0,0,0,1,0,0,3,354,382.0,281.3,94.0,76.3,0,22,1.05,1.34,2.39,37.71,,112,Mads,Roerslev Rasmussen,1999-06-24
2024/25,,36,1100,0,2,2,20,0,0,0,2,0,0,0,125,214.4,185.8,78.0,48.0,0,11,0.20,2.09,2.29,21.52,,112,Mads,Roerslev Rasmussen,1999-06-24
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,113,Sepp,van den Berg,2001-12-20
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,113,Sepp,van den Berg,2001-12-20
2024/25,,62,2584,0,1,5,49,0,0,0,3,0,0,1,266,587.4,108.3,226.0,92.3,0,29,2.09,0.52,2.61,44.61,,113,Sepp,van den Berg,2001-12-20
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,114,Benjamin,Arthur,
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,114,Benjamin,Arthur,
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,115,Benjamin,Fredrick,
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,115,Benjamin,Fredrick,
2022/23,,63,1918,0,3,5,30,0,0,0,7,0,0,2,310,227.4,120.7,102.0,45.1,0,23,0.38,0.58,0.96,28.13,,116,Aaron,Hickey,2002-06-10
2023/24,,17,713,0,0,2,12,0,0,0,5,0,0,0,87,66.6,28.4,37.0,12.9,0,9,0.20,0.13,0.33,10.20,,116,Aaron,Hickey,2002-06-10
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,116,Aaron,Hickey,2002-06-10
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,117,Kim,Ji-soo,2004-12-24
2024/25,,3,28,0,0,0,0,0,0,0,0,0,0,0,8,5.0,0.8,0.0,0.6,0,0,0.00,0.00,0.00,0.32,,117,Kim,Ji-soo,2004-12-24
2024/25,,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,0,0,0.00,0.00,0.00,0.14,,118,Jayden,Meghoma,
2021/22,,119,2905,4,7,9,47,0,0,0,4,0,0,6,310,459.8,520.6,967.0,193.7,0,0,0.00,0.00,0.00,0.00,,119,Bryan,Mbeumo,1999-08-07
2022/23,,150,2905,9,9,10,39,0,0,0,5,0,0,19,556,692.6,808.6,895.0,239.5,0,36,9.48,5.53,15.01,41.96,,119,Bryan,Mbeumo,1999-08-07
2023/24,,127,1957,9,7,5,31,0,0,0,2,0,0,12,364,554.2,572.1,576.0,170.1,0,22,9.70,5.67,15.37,28.31,,119,Bryan,Mbeumo,1999-08-07
2024/25,,236,3415,20,9,9,55,0,0,1,3,0,0,29,948,1236.8,1107.5,1060.0,340.8,0,38,12.52,9.24,21.75,55.40,,119,Bryan,Mbeumo,1999-08-07
2022/23,,29,723,0,1,3,7,0,0,0,2,0,0,0,76,74.4,115.5,209.0,39.8,0,7,2.07,0.67,2.74,7.18,,120,Kevin,Schade,2001-11-27
2023/24,,33,327,2,2,1,5,0,0,0,0,0,0,2,81,105.8,58.3,100.0,26.2,0,3,1.29,0.72,2.01,3.58,,120,Kevin,Schade,2001-11-27
2024/25,,149,2281,11,4,10,34,0,0,0,3,0,0,12,498,630.8,312.7,892.0,183.3,0,26,8.45,1.75,10.20,30.66,,120,Kevin,Schade,2001-11-27
2009/10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,121,Mikkel,Damsgaard,2000-07-03
2022/23,,33,970,0,0,3,14,0,0,0,4,0,0,0,131,140.2,172.1,152.0,46.5,0,9,2.31,1.32,3.63,14.89,,121,Mikkel,Damsgaard,2000-07-03
2023/24,,45,829,0,4,5,9,0,0,0,2,0,0,0,155,162.6,179.1,103.0,44.7,0,7,0.76,0.93,1.69,10.11,,121,Mikkel,Damsgaard,2000-07-03
2024/25,,131,2911,2,10,11,41,0,0,0,2,0,0,10,611,714.8,1006.4,338.0,205.9,0,34,2.91,7.01,9.92,45.60,,121,Mikkel,Damsgaard,2000-07-03
2020/21,,12,254,1,0,0,6,0,0,0,0,0,0,0,42,72.4,30.8,161.0,26.5,0,0,0.00,0.00,0.00,0.00,,123,Fábio,Freitas Gouveia Carvalho,2002-08-30
2022/23,,27,339,2,1,0,3,0,0,0,0,0,0,0,80,89.4,36.7,173.0,29.7,0,4,1.11,0.25,1.36,5.01,,123,Fábio,Freitas Gouveia Carvalho,2002-08-30
2024/25,,35,443,2,1,0,14,0,0,0,1,0,0,1,127,142.2,71.5,154.0,36.3,0,3,2.49,0.54,3.03,11.46,,123,Fábio,Freitas Gouveia Carvalho,2002-08-30
2008/09,,1,45,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2009/10,,82,2187,1,5,0,45,0,0,0,3,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2010/11,,133,3211,3,5,13,46,0,0,0,2,0,0,20,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2011/12,,95,2658,2,2,10,34,0,0,0,3,0,0,8,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2012/13,,95,1535,5,4,8,12,0,0,0,3,0,0,9,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2013/14,,124,3128,4,7,11,42,0,0,0,4,1,0,9,197,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2014/15,,162,3256,6,10,13,45,0,0,0,6,0,0,22,725,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2015/16,,57,1290,2,3,5,16,0,0,0,1,0,0,3,276,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2016/17,,73,2116,1,4,7,28,0,0,0,8,0,0,9,467,507.4,554.3,93.0,115.5,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2017/18,,75,2169,1,1,14,21,0,0,0,1,0,0,3,382,417.0,448.8,110.0,97.8,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2018/19,,76,1976,1,3,12,14,0,0,0,1,1,0,2,397,358.8,311.7,182.0,85.4,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2019/20,,116,2234,4,5,16,14,0,0,0,2,0,0,11,530,582.6,425.9,275.0,128.5,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2020/21,,56,1704,1,2,4,23,0,0,0,0,0,0,2,345,358.0,262.3,108.0,72.9,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2021/22,,110,2592,2,5,15,22,0,0,0,3,0,0,9,507,487.4,659.5,247.0,139.2,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2022/23,,69,2060,0,3,8,30,0,0,0,2,0,0,0,401,315.2,525.8,185.0,103.0,0,23,1.35,3.59,4.93,31.96,,124,Jordan,Henderson,1990-06-17
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,124,Jordan,Henderson,1990-06-17
2021/22,,90,2295,4,0,9,37,0,0,0,3,0,0,8,343,460.6,331.1,400.0,119.0,0,0,0.00,0.00,0.00,0.00,,125,Vitaly,Janelt,1998-05-10
2022/23,,85,2201,3,1,8,28,0,0,0,3,0,0,5,357,411.2,258.8,243.0,91.3,0,24,2.33,1.56,3.89,29.68,,125,Vitaly,Janelt,1998-05-10
2023/24,,93,3054,1,4,9,52,0,0,0,8,0,0,1,466,503.4,562.5,285.0,135.3,0,37,1.82,3.44,5.26,47.65,,125,Vitaly,Janelt,1998-05-10
2024/25,,73,2251,1,3,6,38,2,0,0,3,0,0,2,384,356.6,284.2,131.0,77.2,0,27,0.83,2.38,3.21,37.37,,125,Vitaly,Janelt,1998-05-10
2021/22,,54,1590,0,1,3,30,0,0,0,0,0,0,2,246,253.2,540.6,198.0,99.3,0,0,0.00,0.00,0.00,0.00,,126,Mathias,Jensen,1996-01-01
2022/23,,132,2805,5,7,10,40,0,0,0,5,0,0,11,498,644.0,787.9,208.0,164.1,0,37,2.34,4.79,7.13,40.47,,126,Mathias,Jensen,1996-01-01
2023/24,,98,2201,3,4,9,45,0,0,0,5,0,0,10,422,481.2,689.3,135.0,130.4,0,27,0.71,4.89,5.60,36.36,,126,Mathias,Jensen,1996-01-01
2024/25,,38,846,0,2,2,17,0,0,0,2,0,0,1,179,157.0,249.5,32.0,43.8,0,8,0.23,1.75,1.98,16.41,,126,Mathias,Jensen,1996-01-01
2024/25,,3,11,0,0,0,2,0,0,0,0,0,0,0,11,10.0,0.3,2.0,1.2,0,0,0.00,0.00,0.00,0.35,,127,Gustavo,Nunes Fernandes Gomes,2005-11-20
2021/22,,35,1040,0,2,3,19,0,0,0,4,0,0,0,117,93.0,73.5,174.0,33.7,0,0,0.00,0.00,0.00,0.00,,128,Frank,Onyeka,1998-01-01
2022/23,,38,837,0,3,3,11,0,0,0,0,0,0,0,111,136.4,93.7,111.0,34.2,0,8,1.03,0.78,1.81,15.65,,128,Frank,Onyeka,1998-01-01
2023/24,,39,1147,1,2,1,27,0,0,0,8,0,0,0,150,259.0,178.3,189.0,62.6,0,11,2.09,1.44,3.53,21.94,,128,Frank,Onyeka,1998-01-01
2024/25,,2,23,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.0,0,0,0.00,0.02,0.02,0.69,,128,Frank,Onyeka,1998-01-01
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,129,Yehor,Yarmoliuk,2004-03-01
2023/24,,33,670,0,0,4,9,0,0,0,2,0,0,0,95,98.4,66.9,127.0,29.0,0,6,0.94,1.00,1.94,9.42,,129,Yehor,Yarmoliuk,2004-03-01
2024/25,,43,1435,0,0,3,25,0,0,0,6,0,0,0,255,259.6,196.1,89.0,54.4,0,15,0.62,0.91,1.53,26.43,,129,Yehor,Yarmoliuk,2004-03-01
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,131,Yunus Emre,Konak,2006-01-10
2024/25,,10,53,0,0,0,2,0,0,0,0,0,0,0,30,8.0,4.5,3.0,1.2,0,0,0.15,0.00,0.15,1.79,,131,Yunus Emre,Konak,2006-01-10
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,132,Paris,Maghoma,2001-05-08
2024/25,,8,112,0,0,0,1,0,0,0,0,0,0,0,32,27.8,15.8,10.0,5.4,0,0,0.12,0.04,0.16,1.89,,132,Paris,Maghoma,2001-05-08
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,133,Myles,Peart-Harris,2002-09-18
2023/24,,3,11,0,0,0,0,0,0,0,0,0,0,0,6,2.2,10.9,2.0,1.5,0,0,0.00,0.00,0.00,0.07,,133,Myles,Peart-Harris,2002-09-18
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,133,Myles,Peart-Harris,2002-09-18
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,134,Ryan,Trevitt,2003-03-12
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,134,Ryan,Trevitt,2003-03-12
2024/25,,1,3,0,0,0,0,0,0,0,0,0,0,0,5,2.6,0.1,0.0,0.3,0,0,0.00,0.00,0.00,0.00,,134,Ryan,Trevitt,2003-03-12
2021/22,,92,1268,7,2,3,22,0,0,0,0,0,0,6,277,348.0,133.1,402.0,87.6,0,0,0.00,0.00,0.00,0.00,,135,Yoane,Wissa,1996-09-03
2022/23,,111,1587,7,4,7,17,0,0,0,3,0,0,6,292,366.2,185.3,424.0,96.8,0,16,5.65,1.08,6.73,21.64,,135,Yoane,Wissa,1996-09-03
2023/24,,131,2488,12,4,11,40,0,0,0,7,0,0,15,457,592.8,384.0,769.0,173.2,0,29,10.54,1.82,12.36,37.55,,135,Yoane,Wissa,1996-09-03
2024/25,,185,2921,18,6,9,45,0,0,0,5,0,0,32,739,849.4,400.0,1181.0,242.4,0,34,18.58,2.20,20.77,45.12,,135,Yoane,Wissa,1996-09-03
2024/25,,9,167,0,0,0,4,0,0,0,0,0,0,0,32,18.2,30.6,12.0,5.8,0,1,0.13,0.04,0.17,3.54,,136,Igor Thiago,Nascimento Rodrigues,2001-06-26
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,137,Iwan,Morgan,
2007/08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,138,Jason,Steele,1990-08-18
2008/09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,138,Jason,Steele,1990-08-18
2018/19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,138,Jason,Steele,1990-08-18
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,138,Jason,Steele,1990-08-18
2021/22,,2,90,0,0,0,2,0,0,0,0,0,3,0,17,28.8,0.0,0.0,2.9,0,0,0.00,0.00,0.00,0.00,,138,Jason,Steele,1990-08-18
2022/23,,65,1350,0,1,6,23,1,1,0,1,0,37,8,332,377.6,13.0,0.0,39.1,0,15,0.00,0.15,0.15,23.46,,138,Jason,Steele,1990-08-18
2023/24,,42,1530,0,0,2,34,0,0,0,0,0,43,5,300,382.2,0.1,0.0,38.2,0,17,0.00,0.00,0.00,24.86,,138,Jason,Steele,1990-08-18
2024/25,,9,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,0,2,0.00,0.00,0.00,1.88,,138,Jason,Steele,1990-08-18
2023/24,,68,1890,0,0,4,28,0,0,0,3,0,65,7,417,541.4,1.0,0.0,54.3,0,21,0.00,0.00,0.00,31.60,,139,Bart,Verbruggen,2002-08-18
2024/25,,103,3240,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,0,36,0.00,0.01,0.01,53.10,,139,Bart,Verbruggen,2002-08-18
2020/21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,140,Tom,McGill,2000-03-25
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,140,Tom,McGill,2000-03-25
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,140,Tom,McGill,2000-03-25
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,140,Tom,McGill,2000-03-25
2024/25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,141,Carl,Rushworth,2001-07-02
2021/22,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,142,Kjell,Scherpen,2000-01-23
2022/23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,142,Kjell,Scherpen,2000-01-23
2023/24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,,142,Kjell,Scherpen,2000-01-23
2017/18,,97,3420,1,1,10,54,4,0,0,7,0,0,7,637,1002.8,147.8,425.0,157.9,0,0,0.00,0.00,0.00,0.00,,146,Lewis,Dunk,1991-11-21
2018/19,,91,3151,2,1,7,56,0,0,0,5,1,0,6,573,805.8,132.9,245.0,118.7,0,0,0.00,0.00,0.00,0.00,,146,Lewis,Dunk,1991-11-21
2019/20,,128,3230,3,3,9,50,0,0,0,9,0,0,17,674,825.6,171.8,469.0,146.8,0,0,0.00,0.00,0.00,0.00,,146,Lewis,Dunk,1991-11-21
2020/21,,130,2932,5,0,11,40,1,0,0,5,2,0,17,626,720.4,136.7,443.0,130.2,0,0,0.00,0.00,0.00,0.00,,146,Lewis,Dunk,1991-11-21
2021/22,,92,2573,1,0,10,33,0,0,0,3,1,0,7,537,570.0,63.5,327.0,96.1,0,0,0.00,0.00,0.00,0.00,,146,Lewis,Dunk,1991-11-21
2022/23,,112,3240,1,1,12,50,1,0,0,4,0,0,7,648,661.4,163.6,198.0,102.4,0,36,1.67,0.90,2.57,46.43,,146,Lewis,Dunk,1991-11-21
2023/24,,89,2869,3,1,5,53,0,0,0,6,1,0,11,567,823.0,205.4,389.0,141.7,0,33,3.15,2.24,5.38,49.76,,146,Lewis,Dunk,1991-11-21
2024/25,,44,2081,0,1,4,42,1,0,0,5,0,0,0,223,425.4,115.7,128.0,66.9,0,23,0.81,1.02,1.83,35.69,,146,Lewis,Dunk,1991-11-21
2022/23,,128,2674,1,7,10,43,0,0,0,4,0,0,15,593,575.2,757.9,297.0,162.5,0,31,1.80,3.88,5.68,41.60,,147,Pervis,Estupiñán Tenorio,1998-01-21
2023/24,,57,1242,2,3,3,26,1,0,0,4,0,0,7,291,350.8,382.6,156.0,89.0,0,15,1.00,2.22,3.22,26.50,,147,Pervis,Estupiñán Tenorio,1998-01-21
2024/25,,63,2399,1,1,3,44,0,0,0,5,0,0,7,313,504.4,530.1,173.0,120.8,0,26,1.09,2.43,3.52,39.85,,147,Pervis,Estupiñán Tenorio,1998-01-21
2024/25,,19,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,0,5,0.44,0.31,0.75,9.44,,148,Ferdi,Kadıoğlu,1999-10-07
2023/24,,37,1631,0,0,2,26,0,0,0,4,0,0,1,311,297.8,135.5,23.0,45.8,0,17,0.25,0.50,0.75,24.36,,149,Igor Julio,dos Santos de Paulo,1998-02-07
2024/25,,18,959,0,0,1,17,0,0,0,4,0,0,0,113,189.6,54.7,4.0,24.9,0,10,0.05,0.25,0.30,17.21,,149,Igor Julio,dos Santos de Paulo,1998-02-07
2019/20,,26,619,0,1,3,8,0,0,0,2,0,0,0,136,91.8,82.1,27.0,20.2,0,0,0.00,0.00,0.00,0.00,,150,Tariq,Lamptey,2000-09-30
2020/21,,35,887,1,3,2,15,0,0,0,2,1,0,2,156,147.8,162.9,156.0,46.7,0,0,0.00,0.00,0.00,0.00,,150,Tariq,Lamptey,2000-09-30
2021/22,,74,1547,0,2,6,21,0,0,0,4,0,0,7,308,254.6,367.9,175.0,79.4,0,0,0.00,0.00,0.00,0.00,,150,Tariq,Lamptey,2000-09-30
2022/23,,23,439,0,0,1,7,0,0,0,1,0,0,0,91,70.6,87.2,48.0,20.6,0,3,0.20,0.64,0.84,6.37,,150,Tariq,Lamptey,2000-09-30
2023/24,,31,908,0,3,1,20,0,0,0,3,0,0,0,155,144.6,173.7,60.0,37.6,0,10,0.34,0.90,1.24,14.35,,150,Tariq,Lamptey,2000-09-30
2024/25,,42,856,2,2,2,21,0,0,0,0,0,0,1,99,213.6,101.0,52.0,36.8,0,10,0.38,0.80,1.18,15.36,,150,Tariq,Lamptey,2000-09-30
2022/23,,6,291,0,0,0,7,0,0,0,2,0,0,0,54,71.4,5.8,10.0,8.8,0,3,0.55,0.04,0.59,6.72,,151,Jan Paul,van Hecke,2000-06-08
2023/24,,61,2368,0,0,5,38,0,0,0,4,0,0,3,454,631.8,176.4,175.0,98.5,0,26,1.42,0.93,2.35,37.22,,151,Jan Paul,van Hecke,2000-06-08
2024/25,,87,2960,1,1,7,47,0,0,0,6,1,0,7,406,736.6,261.8,182.0,118.3,0,33,1.32,1.41,2.73,44.67,,151,Jan Paul,van Hecke,2000-06-08
2020/21,,96,2280,1,1,9,27,0,0,0,3,0,0,10,432,484.4,366.0,169.0,102.1,0,0,0.00,0.00,0.00,0.00,,152,Joël,Veltman,1992-01-15
